,c_a,unit,scp,station,linename,division,data,time,desc,entries,exits
2255,A015,R081,00-00-02,49 ST,NQRW,BMT,1/17/18,23:00:00,REGULAR,3118616,578621
2256,A015,R081,00-00-02,49 ST,NQRW,BMT,1/18/18,3:00:00,REGULAR,3118673,578624
2257,A015,R081,00-00-02,49 ST,NQRW,BMT,1/18/18,7:00:00,REGULAR,3118683,578649
2258,A015,R081,00-00-02,49 ST,NQRW,BMT,1/18/18,11:00:00,REGULAR,3118932,578853
2259,A015,R081,00-00-02,49 ST,NQRW,BMT,1/18/18,15:00:00,REGULAR,3119183,578888
2260,A015,R081,00-00-02,49 ST,NQRW,BMT,1/18/18,19:00:00,REGULAR,3120018,578930
2261,A015,R081,00-00-02,49 ST,NQRW,BMT,1/18/18,23:00:00,REGULAR,3120417,578956
2262,A015,R081,00-00-02,49 ST,NQRW,BMT,1/19/18,3:00:00,REGULAR,3120493,578959
2263,A015,R081,00-00-02,49 ST,NQRW,BMT,1/19/18,7:00:00,REGULAR,3120499,578988
2264,A015,R081,00-00-02,49 ST,NQRW,BMT,1/19/18,11:00:00,REGULAR,3120747,579172
2265,A015,R081,00-00-02,49 ST,NQRW,BMT,1/19/18,15:00:00,REGULAR,3120995,579215
2266,A015,R081,00-00-02,49 ST,NQRW,BMT,1/19/18,19:00:00,REGULAR,3121897,579262
2267,A015,R081,00-00-02,49 ST,NQRW,BMT,1/19/18,23:00:00,REGULAR,3122251,579295
2268,A015,R081,00-00-03,49 ST,NQRW,BMT,1/13/18,3:00:00,REGULAR,8130321,3611038
2269,A015,R081,00-00-03,49 ST,NQRW,BMT,1/13/18,7:00:00,REGULAR,8130336,3611044
2270,A015,R081,00-00-03,49 ST,NQRW,BMT,1/13/18,11:00:00,REGULAR,8130441,3611070
2271,A015,R081,00-00-03,49 ST,NQRW,BMT,1/13/18,15:00:00,REGULAR,8130680,3611163
2272,A015,R081,00-00-03,49 ST,NQRW,BMT,1/13/18,19:00:00,REGULAR,8131159,3611239
2273,A015,R081,00-00-03,49 ST,NQRW,BMT,1/13/18,23:00:00,REGULAR,8131516,3611266
2274,A015,R081,00-00-03,49 ST,NQRW,BMT,1/14/18,3:00:00,REGULAR,8131624,3611272
2275,A015,R081,00-00-03,49 ST,NQRW,BMT,1/14/18,7:00:00,REGULAR,8131630,3611279
2276,A015,R081,00-00-03,49 ST,NQRW,BMT,1/14/18,11:00:00,REGULAR,8131704,3611324
2277,A015,R081,00-00-03,49 ST,NQRW,BMT,1/14/18,15:00:00,REGULAR,8131936,3611382
2278,A015,R081,00-00-03,49 ST,NQRW,BMT,1/14/18,19:00:00,REGULAR,8132293,3611460
2279,A015,R081,00-00-03,49 ST,NQRW,BMT,1/14/18,23:00:00,REGULAR,8132492,3611477
2280,A015,R081,00-00-03,49 ST,NQRW,BMT,1/15/18,3:00:00,REGULAR,8132538,3611481
2281,A015,R081,00-00-03,49 ST,NQRW,BMT,1/15/18,7:00:00,REGULAR,8132546,3611488
2282,A015,R081,00-00-03,49 ST,NQRW,BMT,1/15/18,11:00:00,REGULAR,8132620,3611535
2283,A015,R081,00-00-03,49 ST,NQRW,BMT,1/15/18,15:00:00,REGULAR,8132745,3611565
2284,A015,R081,00-00-03,49 ST,NQRW,BMT,1/15/18,19:00:00,REGULAR,8132933,3611601
2285,A015,R081,00-00-03,49 ST,NQRW,BMT,1/15/18,23:00:00,REGULAR,8133058,3611609
2286,A015,R081,00-00-03,49 ST,NQRW,BMT,1/16/18,3:00:00,REGULAR,8133094,3611611
2287,A015,R081,00-00-03,49 ST,NQRW,BMT,1/16/18,7:00:00,REGULAR,8133101,3611639
2288,A015,R081,00-00-03,49 ST,NQRW,BMT,1/16/18,11:00:00,REGULAR,8133278,3611905
2289,A015,R081,00-00-03,49 ST,NQRW,BMT,1/16/18,15:00:00,REGULAR,8133436,3611946
2290,A015,R081,00-00-03,49 ST,NQRW,BMT,1/16/18,19:00:00,REGULAR,8134026,3612013
2291,A015,R081,00-00-03,49 ST,NQRW,BMT,1/16/18,23:00:00,REGULAR,8134279,3612028
2292,A015,R081,00-00-03,49 ST,NQRW,BMT,1/17/18,3:00:00,REGULAR,8134323,3612032
2293,A015,R081,00-00-03,49 ST,NQRW,BMT,1/17/18,7:00:00,REGULAR,8134328,3612051
2294,A015,R081,00-00-03,49 ST,NQRW,BMT,1/17/18,11:00:00,REGULAR,8134495,3612375
2295,A015,R081,00-00-03,49 ST,NQRW,BMT,1/17/18,15:00:00,REGULAR,8134667,3612423
2296,A015,R081,00-00-03,49 ST,NQRW,BMT,1/17/18,19:00:00,REGULAR,8135335,3612471
2297,A015,R081,00-00-03,49 ST,NQRW,BMT,1/17/18,23:00:00,REGULAR,8135624,3612492
2298,A015,R081,00-00-03,49 ST,NQRW,BMT,1/18/18,3:00:00,REGULAR,8135681,3612493
2299,A015,R081,00-00-03,49 ST,NQRW,BMT,1/18/18,7:00:00,REGULAR,8135689,3612516
2300,A015,R081,00-00-03,49 ST,NQRW,BMT,1/18/18,11:00:00,REGULAR,8135861,3612803
2301,A015,R081,00-00-03,49 ST,NQRW,BMT,1/18/18,15:00:00,REGULAR,8136042,3612853
2302,A015,R081,00-00-03,49 ST,NQRW,BMT,1/18/18,19:00:00,REGULAR,8136763,3612941
2303,A015,R081,00-00-03,49 ST,NQRW,BMT,1/18/18,23:00:00,REGULAR,8137091,3612964
2304,A015,R081,00-00-03,49 ST,NQRW,BMT,1/19/18,3:00:00,REGULAR,8137142,3612969
2305,A015,R081,00-00-03,49 ST,NQRW,BMT,1/19/18,7:00:00,REGULAR,8137150,3613008
2306,A015,R081,00-00-03,49 ST,NQRW,BMT,1/19/18,11:00:00,REGULAR,8137327,3613267
2307,A015,R081,00-00-03,49 ST,NQRW,BMT,1/19/18,15:00:00,REGULAR,8137526,3613308
2308,A015,R081,00-00-03,49 ST,NQRW,BMT,1/19/18,19:00:00,REGULAR,8138190,3613375
2309,A015,R081,00-00-03,49 ST,NQRW,BMT,1/19/18,23:00:00,REGULAR,8138461,3613411
2310,A015,R081,00-03-00,49 ST,NQRW,BMT,1/13/18,3:00:00,REGULAR,6650339,8620911
2311,A015,R081,00-03-00,49 ST,NQRW,BMT,1/13/18,7:00:00,REGULAR,6650359,8620939
2312,A015,R081,00-03-00,49 ST,NQRW,BMT,1/13/18,11:00:00,REGULAR,6650444,8621056
2313,A015,R081,00-03-00,49 ST,NQRW,BMT,1/13/18,15:00:00,REGULAR,6650657,8621253
2314,A015,R081,00-03-00,49 ST,NQRW,BMT,1/13/18,19:00:00,REGULAR,6650994,8621579
2315,A015,R081,00-03-00,49 ST,NQRW,BMT,1/13/18,23:00:00,REGULAR,6651281,8621687
2316,A015,R081,00-03-00,49 ST,NQRW,BMT,1/14/18,3:00:00,REGULAR,6651400,8621717
2317,A015,R081,00-03-00,49 ST,NQRW,BMT,1/14/18,7:00:00,REGULAR,6651412,8621739
2318,A015,R081,00-03-00,49 ST,NQRW,BMT,1/14/18,11:00:00,REGULAR,6651492,8621891
2319,A015,R081,00-03-00,49 ST,NQRW,BMT,1/14/18,15:00:00,REGULAR,6651655,8622055
2320,A015,R081,00-03-00,49 ST,NQRW,BMT,1/14/18,19:00:00,REGULAR,6651981,8622243
2321,A015,R081,00-03-00,49 ST,NQRW,BMT,1/14/18,23:00:00,REGULAR,6652205,8622301
2322,A015,R081,00-03-00,49 ST,NQRW,BMT,1/15/18,3:00:00,REGULAR,6652266,8622316
2323,A015,R081,00-03-00,49 ST,NQRW,BMT,1/15/18,7:00:00,REGULAR,6652283,8622346
2324,A015,R081,00-03-00,49 ST,NQRW,BMT,1/15/18,11:00:00,REGULAR,6652357,8622491
2325,A015,R081,00-03-00,49 ST,NQRW,BMT,1/15/18,15:00:00,REGULAR,6652449,8622625
2326,A015,R081,00-03-00,49 ST,NQRW,BMT,1/15/18,19:00:00,REGULAR,6652639,8622778
2327,A015,R081,00-03-00,49 ST,NQRW,BMT,1/15/18,23:00:00,REGULAR,6652756,8622851
2328,A015,R081,00-03-00,49 ST,NQRW,BMT,1/16/18,3:00:00,REGULAR,6652806,8622860
2329,A015,R081,00-03-00,49 ST,NQRW,BMT,1/16/18,7:00:00,REGULAR,6652819,8622937
2330,A015,R081,00-03-00,49 ST,NQRW,BMT,1/16/18,11:00:00,REGULAR,6652957,8623529
2331,A015,R081,00-03-00,49 ST,NQRW,BMT,1/16/18,15:00:00,REGULAR,6653100,8623663
2332,A015,R081,00-03-00,49 ST,NQRW,BMT,1/16/18,19:00:00,REGULAR,6653611,8623857
2333,A015,R081,00-03-00,49 ST,NQRW,BMT,1/16/18,23:00:00,REGULAR,6653903,8623914
2334,A015,R081,00-03-00,49 ST,NQRW,BMT,1/17/18,3:00:00,REGULAR,6653976,8623930
2335,A015,R081,00-03-00,49 ST,NQRW,BMT,1/17/18,7:00:00,REGULAR,6654000,8624009
2336,A015,R081,00-03-00,49 ST,NQRW,BMT,1/17/18,11:00:00,REGULAR,6654124,8624649
2337,A015,R081,00-03-00,49 ST,NQRW,BMT,1/17/18,15:00:00,REGULAR,6654260,8624807
2338,A015,R081,00-03-00,49 ST,NQRW,BMT,1/17/18,19:00:00,REGULAR,6654755,8624986
2339,A015,R081,00-03-00,49 ST,NQRW,BMT,1/17/18,23:00:00,REGULAR,6654998,8625045
2340,A015,R081,00-03-00,49 ST,NQRW,BMT,1/18/18,3:00:00,REGULAR,6655055,8625055
2341,A015,R081,00-03-00,49 ST,NQRW,BMT,1/18/18,7:00:00,REGULAR,6655069,8625111
2342,A015,R081,00-03-00,49 ST,NQRW,BMT,1/18/18,11:00:00,REGULAR,6655199,8625766
2343,A015,R081,00-03-00,49 ST,NQRW,BMT,1/18/18,15:00:00,REGULAR,6655330,8625909
2344,A015,R081,00-03-00,49 ST,NQRW,BMT,1/18/18,19:00:00,REGULAR,6655847,8626120
2345,A015,R081,00-03-00,49 ST,NQRW,BMT,1/18/18,23:00:00,REGULAR,6656087,8626230
2346,A015,R081,00-03-00,49 ST,NQRW,BMT,1/19/18,3:00:00,REGULAR,6656162,8626241
2347,A015,R081,00-03-00,49 ST,NQRW,BMT,1/19/18,7:00:00,REGULAR,6656170,8626308
2348,A015,R081,00-03-00,49 ST,NQRW,BMT,1/19/18,11:00:00,REGULAR,6656304,8626910
2349,A015,R081,00-03-00,49 ST,NQRW,BMT,1/19/18,15:00:00,REGULAR,6656456,8627039
2350,A015,R081,00-03-00,49 ST,NQRW,BMT,1/19/18,19:00:00,REGULAR,6656984,8627258
2351,A015,R081,00-03-00,49 ST,NQRW,BMT,1/19/18,23:00:00,REGULAR,6657206,8627371
2352,A015,R081,00-03-01,49 ST,NQRW,BMT,1/13/18,3:00:00,REGULAR,5617190,19642405
2353,A015,R081,00-03-01,49 ST,NQRW,BMT,1/13/18,7:00:00,REGULAR,5617210,19642496
2354,A015,R081,00-03-01,49 ST,NQRW,BMT,1/13/18,11:00:00,REGULAR,5617268,19642847
2355,A015,R081,00-03-01,49 ST,NQRW,BMT,1/13/18,15:00:00,REGULAR,5617400,19643238
2356,A015,R081,00-03-01,49 ST,NQRW,BMT,1/13/18,19:00:00,REGULAR,5617659,19643701
2357,A015,R081,00-03-01,49 ST,NQRW,BMT,1/13/18,23:00:00,REGULAR,5617863,19643886
2358,A015,R081,00-03-01,49 ST,NQRW,BMT,1/14/18,3:00:00,REGULAR,5617936,19643931
2359,A015,R081,00-03-01,49 ST,NQRW,BMT,1/14/18,7:00:00,REGULAR,5617953,19643978
2360,A015,R081,00-03-01,49 ST,NQRW,BMT,1/14/18,11:00:00,REGULAR,5618004,19644312
2361,A015,R081,00-03-01,49 ST,NQRW,BMT,1/14/18,15:00:00,REGULAR,5618128,19644681
2362,A015,R081,00-03-01,49 ST,NQRW,BMT,1/14/18,19:00:00,REGULAR,5618350,19645016
2363,A015,R081,00-03-01,49 ST,NQRW,BMT,1/14/18,23:00:00,REGULAR,5618489,19645126
2364,A015,R081,00-03-01,49 ST,NQRW,BMT,1/15/18,3:00:00,REGULAR,5618534,19645155
2365,A015,R081,00-03-01,49 ST,NQRW,BMT,1/15/18,7:00:00,REGULAR,5618543,19645282
2366,A015,R081,00-03-01,49 ST,NQRW,BMT,1/15/18,11:00:00,REGULAR,5618593,19645708
2367,A015,R081,00-03-01,49 ST,NQRW,BMT,1/15/18,15:00:00,REGULAR,5618687,19646061
2368,A015,R081,00-03-01,49 ST,NQRW,BMT,1/15/18,19:00:00,REGULAR,5618815,19646443
2369,A015,R081,00-03-01,49 ST,NQRW,BMT,1/15/18,23:00:00,REGULAR,5618899,19646575
2370,A015,R081,00-03-01,49 ST,NQRW,BMT,1/16/18,3:00:00,REGULAR,5618927,19646597
2371,A015,R081,00-03-01,49 ST,NQRW,BMT,1/16/18,7:00:00,REGULAR,5618937,19646776
2372,A015,R081,00-03-01,49 ST,NQRW,BMT,1/16/18,11:00:00,REGULAR,5619047,19648050
2373,A015,R081,00-03-01,49 ST,NQRW,BMT,1/16/18,15:00:00,REGULAR,5619178,19648405
2374,A015,R081,00-03-01,49 ST,NQRW,BMT,1/16/18,19:00:00,REGULAR,5619584,19648837
2375,A015,R081,00-03-01,49 ST,NQRW,BMT,1/16/18,23:00:00,REGULAR,5619783,19648965
2376,A015,R081,00-03-01,49 ST,NQRW,BMT,1/17/18,3:00:00,REGULAR,5619857,19648988
2377,A015,R081,00-03-01,49 ST,NQRW,BMT,1/17/18,7:00:00,REGULAR,5619882,19649209
2378,A015,R081,00-03-01,49 ST,NQRW,BMT,1/17/18,11:00:00,REGULAR,5619990,19650546
2379,A015,R081,00-03-01,49 ST,NQRW,BMT,1/17/18,15:00:00,REGULAR,5620092,19650976
2380,A015,R081,00-03-01,49 ST,NQRW,BMT,1/17/18,19:00:00,REGULAR,5620510,19651365
2381,A015,R081,00-03-01,49 ST,NQRW,BMT,1/17/18,23:00:00,REGULAR,5620696,19651493
2382,A015,R081,00-03-01,49 ST,NQRW,BMT,1/18/18,3:00:00,REGULAR,5620785,19651515
2383,A015,R081,00-03-01,49 ST,NQRW,BMT,1/18/18,7:00:00,REGULAR,5620804,19651721
2384,A015,R081,00-03-01,49 ST,NQRW,BMT,1/18/18,11:00:00,REGULAR,5620941,19653036
2385,A015,R081,00-03-01,49 ST,NQRW,BMT,1/18/18,15:00:00,REGULAR,5621069,19653437
2386,A015,R081,00-03-01,49 ST,NQRW,BMT,1/18/18,19:00:00,REGULAR,5621513,19653931
2387,A015,R081,00-03-01,49 ST,NQRW,BMT,1/18/18,23:00:00,REGULAR,5621752,19654084
2388,A015,R081,00-03-01,49 ST,NQRW,BMT,1/19/18,3:00:00,REGULAR,5621833,19654106
2389,A015,R081,00-03-01,49 ST,NQRW,BMT,1/19/18,7:00:00,REGULAR,5621849,19654291
2390,A015,R081,00-03-01,49 ST,NQRW,BMT,1/19/18,11:00:00,REGULAR,5621964,19655587
2391,A015,R081,00-03-01,49 ST,NQRW,BMT,1/19/18,15:00:00,REGULAR,5622078,19656005
2392,A015,R081,00-03-01,49 ST,NQRW,BMT,1/19/18,19:00:00,REGULAR,5622535,19656465
2393,A015,R081,00-03-01,49 ST,NQRW,BMT,1/19/18,23:00:00,REGULAR,5622716,19656670
2394,A016,R081,03-00-00,49 ST,NQRW,BMT,1/13/18,3:00:00,REGULAR,3120146,3878138
2395,A016,R081,03-00-00,49 ST,NQRW,BMT,1/13/18,7:00:00,REGULAR,3120158,3878185
2396,A016,R081,03-00-00,49 ST,NQRW,BMT,1/13/18,11:00:00,REGULAR,3120259,3878450
2397,A016,R081,03-00-00,49 ST,NQRW,BMT,1/13/18,15:00:00,REGULAR,3120453,3878778
2398,A016,R081,03-00-00,49 ST,NQRW,BMT,1/13/18,19:00:00,REGULAR,3120902,3879047
2399,A016,R081,03-00-00,49 ST,NQRW,BMT,1/13/18,23:00:00,REGULAR,3121296,3879153
2400,A016,R081,03-00-00,49 ST,NQRW,BMT,1/14/18,3:00:00,REGULAR,3121409,3879172
2401,A016,R081,03-00-00,49 ST,NQRW,BMT,1/14/18,7:00:00,REGULAR,3121424,3879210
2402,A016,R081,03-00-00,49 ST,NQRW,BMT,1/14/18,11:00:00,REGULAR,3121500,3879431
2403,A016,R081,03-00-00,49 ST,NQRW,BMT,1/14/18,15:00:00,REGULAR,3121673,3879674
2404,A016,R081,03-00-00,49 ST,NQRW,BMT,1/14/18,19:00:00,REGULAR,3121987,3879853
2405,A016,R081,03-00-00,49 ST,NQRW,BMT,1/14/18,23:00:00,REGULAR,3122271,3879922
2406,A016,R081,03-00-00,49 ST,NQRW,BMT,1/15/18,3:00:00,REGULAR,3122342,3879939
2407,A016,R081,03-00-00,49 ST,NQRW,BMT,1/15/18,7:00:00,REGULAR,3122355,3880028
2408,A016,R081,03-00-00,49 ST,NQRW,BMT,1/15/18,11:00:00,REGULAR,3122451,3880419
2409,A016,R081,03-00-00,49 ST,NQRW,BMT,1/15/18,15:00:00,REGULAR,3122602,3880653
2410,A016,R081,03-00-00,49 ST,NQRW,BMT,1/15/18,19:00:00,REGULAR,3122836,3880837
2411,A016,R081,03-00-00,49 ST,NQRW,BMT,1/15/18,23:00:00,REGULAR,3122972,3880896
2412,A016,R081,03-00-00,49 ST,NQRW,BMT,1/16/18,3:00:00,REGULAR,3123013,3880915
2413,A016,R081,03-00-00,49 ST,NQRW,BMT,1/16/18,7:00:00,REGULAR,3123021,3881032
2414,A016,R081,03-00-00,49 ST,NQRW,BMT,1/16/18,11:00:00,REGULAR,3123124,3881870
2415,A016,R081,03-00-00,49 ST,NQRW,BMT,1/16/18,15:00:00,REGULAR,3123276,3882101
2416,A016,R081,03-00-00,49 ST,NQRW,BMT,1/16/18,19:00:00,REGULAR,3123769,3882374
2417,A016,R081,03-00-00,49 ST,NQRW,BMT,1/16/18,23:00:00,REGULAR,3124027,3882443
2418,A016,R081,03-00-00,49 ST,NQRW,BMT,1/17/18,3:00:00,REGULAR,3124094,3882451
2419,A016,R081,03-00-00,49 ST,NQRW,BMT,1/17/18,7:00:00,REGULAR,3124098,3882572
2420,A016,R081,03-00-00,49 ST,NQRW,BMT,1/17/18,11:00:00,REGULAR,3124207,3883378
2421,A016,R081,03-00-00,49 ST,NQRW,BMT,1/17/18,15:00:00,REGULAR,3124333,3883640
2422,A016,R081,03-00-00,49 ST,NQRW,BMT,1/17/18,19:00:00,REGULAR,3124862,3883893
2423,A016,R081,03-00-00,49 ST,NQRW,BMT,1/17/18,23:00:00,REGULAR,3125105,3883960
2424,A016,R081,03-00-00,49 ST,NQRW,BMT,1/18/18,3:00:00,REGULAR,3125170,3883978
2425,A016,R081,03-00-00,49 ST,NQRW,BMT,1/18/18,7:00:00,REGULAR,3125179,3884097
2426,A016,R081,03-00-00,49 ST,NQRW,BMT,1/18/18,11:00:00,REGULAR,3125295,3884919
2427,A016,R081,03-00-00,49 ST,NQRW,BMT,1/18/18,15:00:00,REGULAR,3125463,3885155
2428,A016,R081,03-00-00,49 ST,NQRW,BMT,1/18/18,19:00:00,REGULAR,3125999,3885445
2429,A016,R081,03-00-00,49 ST,NQRW,BMT,1/18/18,23:00:00,REGULAR,3126311,3885515
2430,A016,R081,03-00-00,49 ST,NQRW,BMT,1/19/18,3:00:00,REGULAR,3126386,3885538
2431,A016,R081,03-00-00,49 ST,NQRW,BMT,1/19/18,7:00:00,REGULAR,3126394,3885649
2432,A016,R081,03-00-00,49 ST,NQRW,BMT,1/19/18,11:00:00,REGULAR,3126512,3886393
2433,A016,R081,03-00-00,49 ST,NQRW,BMT,1/19/18,15:00:00,REGULAR,3126747,3886600
2434,A016,R081,03-00-00,49 ST,NQRW,BMT,1/19/18,19:00:00,REGULAR,3127290,3886884
2435,A016,R081,03-00-00,49 ST,NQRW,BMT,1/19/18,23:00:00,REGULAR,3127590,3887005
2436,A016,R081,03-00-01,49 ST,NQRW,BMT,1/13/18,3:00:00,REGULAR,4812383,1758123
2437,A016,R081,03-00-01,49 ST,NQRW,BMT,1/13/18,7:00:00,REGULAR,4812404,1758153
2438,A016,R081,03-00-01,49 ST,NQRW,BMT,1/13/18,11:00:00,REGULAR,4812536,1758290
2439,A016,R081,03-00-01,49 ST,NQRW,BMT,1/13/18,15:00:00,REGULAR,4812839,1758414
2440,A016,R081,03-00-01,49 ST,NQRW,BMT,1/13/18,19:00:00,REGULAR,4813287,1758563
2441,A016,R081,03-00-01,49 ST,NQRW,BMT,1/13/18,23:00:00,REGULAR,4813695,1758622
2442,A016,R081,03-00-01,49 ST,NQRW,BMT,1/14/18,3:00:00,REGULAR,4813857,1758633
2443,A016,R081,03-00-01,49 ST,NQRW,BMT,1/14/18,7:00:00,REGULAR,4813882,1758651
2444,A016,R081,03-00-01,49 ST,NQRW,BMT,1/14/18,11:00:00,REGULAR,4813980,1758747
2445,A016,R081,03-00-01,49 ST,NQRW,BMT,1/14/18,15:00:00,REGULAR,4814208,1758845
2446,A016,R081,03-00-01,49 ST,NQRW,BMT,1/14/18,19:00:00,REGULAR,4814571,1758944
2447,A016,R081,03-00-01,49 ST,NQRW,BMT,1/14/18,23:00:00,REGULAR,4814911,1758969
2448,A016,R081,03-00-01,49 ST,NQRW,BMT,1/15/18,3:00:00,REGULAR,4814999,1758979
2449,A016,R081,03-00-01,49 ST,NQRW,BMT,1/15/18,7:00:00,REGULAR,4815016,1759012
2450,A016,R081,03-00-01,49 ST,NQRW,BMT,1/15/18,11:00:00,REGULAR,4815118,1759138
2451,A016,R081,03-00-01,49 ST,NQRW,BMT,1/15/18,15:00:00,REGULAR,4815328,1759225
2452,A016,R081,03-00-01,49 ST,NQRW,BMT,1/15/18,19:00:00,REGULAR,4815634,1759287
2453,A016,R081,03-00-01,49 ST,NQRW,BMT,1/15/18,23:00:00,REGULAR,4815797,1759307
2454,A016,R081,03-00-01,49 ST,NQRW,BMT,1/16/18,3:00:00,REGULAR,4815865,1759310
2455,A016,R081,03-00-01,49 ST,NQRW,BMT,1/16/18,7:00:00,REGULAR,4815877,1759380
2456,A016,R081,03-00-01,49 ST,NQRW,BMT,1/16/18,11:00:00,REGULAR,4816032,1759751
2457,A016,R081,03-00-01,49 ST,NQRW,BMT,1/16/18,15:00:00,REGULAR,4816285,1759843
2458,A016,R081,03-00-01,49 ST,NQRW,BMT,1/16/18,19:00:00,REGULAR,4816884,1759922
2459,A016,R081,03-00-01,49 ST,NQRW,BMT,1/16/18,23:00:00,REGULAR,4817231,1759942
2460,A016,R081,03-00-01,49 ST,NQRW,BMT,1/17/18,3:00:00,REGULAR,4817327,1759944
2461,A016,R081,03-00-01,49 ST,NQRW,BMT,1/17/18,7:00:00,REGULAR,4817343,1759997
2462,A016,R081,03-00-01,49 ST,NQRW,BMT,1/17/18,11:00:00,REGULAR,4817559,1760359
2463,A016,R081,03-00-01,49 ST,NQRW,BMT,1/17/18,15:00:00,REGULAR,4817777,1760466
2464,A016,R081,03-00-01,49 ST,NQRW,BMT,1/17/18,19:00:00,REGULAR,4818432,1760559
2465,A016,R081,03-00-01,49 ST,NQRW,BMT,1/17/18,23:00:00,REGULAR,4818755,1760577
2466,A016,R081,03-00-01,49 ST,NQRW,BMT,1/18/18,3:00:00,REGULAR,4818849,1760585
2467,A016,R081,03-00-01,49 ST,NQRW,BMT,1/18/18,7:00:00,REGULAR,4818866,1760643
2468,A016,R081,03-00-01,49 ST,NQRW,BMT,1/18/18,11:00:00,REGULAR,4819060,1760995
2469,A016,R081,03-00-01,49 ST,NQRW,BMT,1/18/18,15:00:00,REGULAR,4819294,1761091
2470,A016,R081,03-00-01,49 ST,NQRW,BMT,1/18/18,19:00:00,REGULAR,4819953,1761203
2471,A016,R081,03-00-01,49 ST,NQRW,BMT,1/18/18,23:00:00,REGULAR,4820368,1761225
2472,A016,R081,03-00-01,49 ST,NQRW,BMT,1/19/18,3:00:00,REGULAR,4820485,1761235
2473,A016,R081,03-00-01,49 ST,NQRW,BMT,1/19/18,7:00:00,REGULAR,4820511,1761287
2474,A016,R081,03-00-01,49 ST,NQRW,BMT,1/19/18,11:00:00,REGULAR,4820722,1761619
2475,A016,R081,03-00-01,49 ST,NQRW,BMT,1/19/18,15:00:00,REGULAR,4821012,1761693
2476,A016,R081,03-00-01,49 ST,NQRW,BMT,1/19/18,19:00:00,REGULAR,4821702,1761811
2477,A016,R081,03-00-01,49 ST,NQRW,BMT,1/19/18,23:00:00,REGULAR,4822094,1761854
2478,A016,R081,03-00-02,49 ST,NQRW,BMT,1/13/18,3:00:00,REGULAR,13680052,4200667
2479,A016,R081,03-00-02,49 ST,NQRW,BMT,1/13/18,7:00:00,REGULAR,13680084,4200701
2480,A016,R081,03-00-02,49 ST,NQRW,BMT,1/13/18,11:00:00,REGULAR,13680285,4200806
2481,A016,R081,03-00-02,49 ST,NQRW,BMT,1/13/18,15:00:00,REGULAR,13680711,4200875
2482,A016,R081,03-00-02,49 ST,NQRW,BMT,1/13/18,19:00:00,REGULAR,13681359,4200942
2483,A016,R081,03-00-02,49 ST,NQRW,BMT,1/13/18,23:00:00,REGULAR,13681926,4200974
2484,A016,R081,03-00-02,49 ST,NQRW,BMT,1/14/18,3:00:00,REGULAR,13682137,4200983
2485,A016,R081,03-00-02,49 ST,NQRW,BMT,1/14/18,7:00:00,REGULAR,13682164,4201006
2486,A016,R081,03-00-02,49 ST,NQRW,BMT,1/14/18,11:00:00,REGULAR,13682355,4201087
2487,A016,R081,03-00-02,49 ST,NQRW,BMT,1/14/18,15:00:00,REGULAR,13682667,4201175
2488,A016,R081,03-00-02,49 ST,NQRW,BMT,1/14/18,19:00:00,REGULAR,13683172,4201223
2489,A016,R081,03-00-02,49 ST,NQRW,BMT,1/14/18,23:00:00,REGULAR,13683667,4201243
2490,A016,R081,03-00-02,49 ST,NQRW,BMT,1/15/18,3:00:00,REGULAR,13683776,4201248
2491,A016,R081,03-00-02,49 ST,NQRW,BMT,1/15/18,7:00:00,REGULAR,13683796,4201284
2492,A016,R081,03-00-02,49 ST,NQRW,BMT,1/15/18,11:00:00,REGULAR,13684004,4201431
2493,A016,R081,03-00-02,49 ST,NQRW,BMT,1/15/18,15:00:00,REGULAR,13684318,4201473
2494,A016,R081,03-00-02,49 ST,NQRW,BMT,1/15/18,19:00:00,REGULAR,13684751,4201515
2495,A016,R081,03-00-02,49 ST,NQRW,BMT,1/15/18,23:00:00,REGULAR,13684969,4201532
2496,A016,R081,03-00-02,49 ST,NQRW,BMT,1/16/18,3:00:00,REGULAR,13685072,4201545
2497,A016,R081,03-00-02,49 ST,NQRW,BMT,1/16/18,7:00:00,REGULAR,13685102,4201601
2498,A016,R081,03-00-02,49 ST,NQRW,BMT,1/16/18,11:00:00,REGULAR,13685480,4201914
2499,A016,R081,03-00-02,49 ST,NQRW,BMT,1/16/18,15:00:00,REGULAR,13685834,4201971
2500,A016,R081,03-00-02,49 ST,NQRW,BMT,1/16/18,19:00:00,REGULAR,13686613,4202039
2501,A016,R081,03-00-02,49 ST,NQRW,BMT,1/16/18,23:00:00,REGULAR,13687080,4202053
2502,A016,R081,03-00-02,49 ST,NQRW,BMT,1/17/18,3:00:00,REGULAR,13687187,4202057
2503,A016,R081,03-00-02,49 ST,NQRW,BMT,1/17/18,7:00:00,REGULAR,13687217,4202114
2504,A016,R081,03-00-02,49 ST,NQRW,BMT,1/17/18,11:00:00,REGULAR,13687550,4202439
2505,A016,R081,03-00-02,49 ST,NQRW,BMT,1/17/18,15:00:00,REGULAR,13687918,4202520
2506,A016,R081,03-00-02,49 ST,NQRW,BMT,1/17/18,19:00:00,REGULAR,13688746,4202582
2507,A016,R081,03-00-02,49 ST,NQRW,BMT,1/17/18,23:00:00,REGULAR,13689203,4202601
2508,A016,R081,03-00-02,49 ST,NQRW,BMT,1/18/18,3:00:00,REGULAR,13689295,4202610
