,c_a,unit,scp,station,linename,division,data,time,desc,entries,exits
9235,A050,R088,00-05-03,CORTLANDT ST,RNW,BMT,1/17/18,0:00:00,REGULAR,104069,106265
9236,A050,R088,00-05-03,CORTLANDT ST,RNW,BMT,1/17/18,4:00:00,REGULAR,104078,106266
9237,A050,R088,00-05-03,CORTLANDT ST,RNW,BMT,1/17/18,8:00:00,REGULAR,104091,106292
9238,A050,R088,00-05-03,CORTLANDT ST,RNW,BMT,1/17/18,12:00:00,REGULAR,104203,106335
9239,A050,R088,00-05-03,CORTLANDT ST,RNW,BMT,1/17/18,16:00:00,REGULAR,104349,106351
9240,A050,R088,00-05-03,CORTLANDT ST,RNW,BMT,1/17/18,20:00:00,REGULAR,104883,106378
9241,A050,R088,00-05-03,CORTLANDT ST,RNW,BMT,1/18/18,0:00:00,REGULAR,104976,106381
9242,A050,R088,00-05-03,CORTLANDT ST,RNW,BMT,1/18/18,4:00:00,REGULAR,104996,106382
9243,A050,R088,00-05-03,CORTLANDT ST,RNW,BMT,1/18/18,8:00:00,REGULAR,105009,106394
9244,A050,R088,00-05-03,CORTLANDT ST,RNW,BMT,1/18/18,12:00:00,REGULAR,105120,106450
9245,A050,R088,00-05-03,CORTLANDT ST,RNW,BMT,1/18/18,16:00:00,REGULAR,105294,106469
9246,A050,R088,00-05-03,CORTLANDT ST,RNW,BMT,1/18/18,20:00:00,REGULAR,105864,106488
9247,A050,R088,00-05-03,CORTLANDT ST,RNW,BMT,1/19/18,0:00:00,REGULAR,105980,106491
9248,A050,R088,00-05-03,CORTLANDT ST,RNW,BMT,1/19/18,4:00:00,REGULAR,105995,106491
9249,A050,R088,00-05-03,CORTLANDT ST,RNW,BMT,1/19/18,8:00:00,REGULAR,106012,106508
9250,A050,R088,00-05-03,CORTLANDT ST,RNW,BMT,1/19/18,12:00:00,REGULAR,106126,106574
9251,A050,R088,00-05-03,CORTLANDT ST,RNW,BMT,1/19/18,16:00:00,REGULAR,106297,106603
9252,A050,R088,00-05-03,CORTLANDT ST,RNW,BMT,1/19/18,20:00:00,REGULAR,106781,106618
9253,A052,R088,01-00-00,CORTLANDT ST,RNW,BMT,1/13/18,0:00:00,REGULAR,4639,5684
9254,A052,R088,01-00-00,CORTLANDT ST,RNW,BMT,1/13/18,4:00:00,REGULAR,4645,5693
9255,A052,R088,01-00-00,CORTLANDT ST,RNW,BMT,1/13/18,8:00:00,REGULAR,4649,5703
9256,A052,R088,01-00-00,CORTLANDT ST,RNW,BMT,1/13/18,12:00:00,REGULAR,4668,5766
9257,A052,R088,01-00-00,CORTLANDT ST,RNW,BMT,1/13/18,16:00:00,REGULAR,4754,5894
9258,A052,R088,01-00-00,CORTLANDT ST,RNW,BMT,1/13/18,20:00:00,REGULAR,4875,5967
9259,A052,R088,01-00-00,CORTLANDT ST,RNW,BMT,1/14/18,0:00:00,REGULAR,4923,6003
9260,A052,R088,01-00-00,CORTLANDT ST,RNW,BMT,1/14/18,4:00:00,REGULAR,4929,6010
9261,A052,R088,01-00-00,CORTLANDT ST,RNW,BMT,1/14/18,8:00:00,REGULAR,4934,6014
9262,A052,R088,01-00-00,CORTLANDT ST,RNW,BMT,1/14/18,12:00:00,REGULAR,4942,6081
9263,A052,R088,01-00-00,CORTLANDT ST,RNW,BMT,1/14/18,16:00:00,REGULAR,4967,6165
9264,A052,R088,01-00-00,CORTLANDT ST,RNW,BMT,1/14/18,20:00:00,REGULAR,5056,6260
9265,A052,R088,01-00-00,CORTLANDT ST,RNW,BMT,1/15/18,0:00:00,REGULAR,5082,6283
9266,A052,R088,01-00-00,CORTLANDT ST,RNW,BMT,1/15/18,4:00:00,REGULAR,5083,6285
9267,A052,R088,01-00-00,CORTLANDT ST,RNW,BMT,1/15/18,8:00:00,REGULAR,5094,6290
9268,A052,R088,01-00-00,CORTLANDT ST,RNW,BMT,1/15/18,12:00:00,REGULAR,5120,6344
9269,A052,R088,01-00-00,CORTLANDT ST,RNW,BMT,1/15/18,16:00:00,REGULAR,5206,6398
9270,A052,R088,01-00-00,CORTLANDT ST,RNW,BMT,1/15/18,20:00:00,REGULAR,5310,6455
9271,A052,R088,01-00-00,CORTLANDT ST,RNW,BMT,1/16/18,0:00:00,REGULAR,5356,6470
9272,A052,R088,01-00-00,CORTLANDT ST,RNW,BMT,1/16/18,4:00:00,REGULAR,5362,6470
9273,A052,R088,01-00-00,CORTLANDT ST,RNW,BMT,1/16/18,8:00:00,REGULAR,5396,6501
9274,A052,R088,01-00-00,CORTLANDT ST,RNW,BMT,1/16/18,12:00:00,REGULAR,5463,6642
9275,A052,R088,01-00-00,CORTLANDT ST,RNW,BMT,1/16/18,16:00:00,REGULAR,5532,6723
9276,A052,R088,01-00-00,CORTLANDT ST,RNW,BMT,1/16/18,20:00:00,REGULAR,5787,6797
9277,A052,R088,01-00-00,CORTLANDT ST,RNW,BMT,1/17/18,0:00:00,REGULAR,5853,6816
9278,A052,R088,01-00-00,CORTLANDT ST,RNW,BMT,1/17/18,4:00:00,REGULAR,5861,6817
9279,A052,R088,01-00-00,CORTLANDT ST,RNW,BMT,1/17/18,8:00:00,REGULAR,5896,6845
9280,A052,R088,01-00-00,CORTLANDT ST,RNW,BMT,1/17/18,12:00:00,REGULAR,5961,6994
9281,A052,R088,01-00-00,CORTLANDT ST,RNW,BMT,1/17/18,16:00:00,REGULAR,6059,7044
9282,A052,R088,01-00-00,CORTLANDT ST,RNW,BMT,1/17/18,20:00:00,REGULAR,6310,7123
9283,A052,R088,01-00-00,CORTLANDT ST,RNW,BMT,1/18/18,0:00:00,REGULAR,6375,7146
9284,A052,R088,01-00-00,CORTLANDT ST,RNW,BMT,1/18/18,4:00:00,REGULAR,6383,7147
9285,A052,R088,01-00-00,CORTLANDT ST,RNW,BMT,1/18/18,8:00:00,REGULAR,6420,7181
9286,A052,R088,01-00-00,CORTLANDT ST,RNW,BMT,1/18/18,12:00:00,REGULAR,6500,7338
9287,A052,R088,01-00-00,CORTLANDT ST,RNW,BMT,1/18/18,16:00:00,REGULAR,6591,7405
9288,A052,R088,01-00-00,CORTLANDT ST,RNW,BMT,1/18/18,20:00:00,REGULAR,6897,7468
9289,A052,R088,01-00-00,CORTLANDT ST,RNW,BMT,1/19/18,0:00:00,REGULAR,6958,7497
9290,A052,R088,01-00-00,CORTLANDT ST,RNW,BMT,1/19/18,4:00:00,REGULAR,6962,7498
9291,A052,R088,01-00-00,CORTLANDT ST,RNW,BMT,1/19/18,8:00:00,REGULAR,6988,7532
9292,A052,R088,01-00-00,CORTLANDT ST,RNW,BMT,1/19/18,12:00:00,REGULAR,7067,7713
9293,A052,R088,01-00-00,CORTLANDT ST,RNW,BMT,1/19/18,16:00:00,REGULAR,7184,7791
9294,A052,R088,01-00-00,CORTLANDT ST,RNW,BMT,1/19/18,20:00:00,REGULAR,7433,7880
9295,A052,R088,01-00-01,CORTLANDT ST,RNW,BMT,1/13/18,0:00:00,REGULAR,2744,3224
9296,A052,R088,01-00-01,CORTLANDT ST,RNW,BMT,1/13/18,4:00:00,REGULAR,2746,3226
9297,A052,R088,01-00-01,CORTLANDT ST,RNW,BMT,1/13/18,8:00:00,REGULAR,2747,3231
9298,A052,R088,01-00-01,CORTLANDT ST,RNW,BMT,1/13/18,12:00:00,REGULAR,2757,3278
9299,A052,R088,01-00-01,CORTLANDT ST,RNW,BMT,1/13/18,16:00:00,REGULAR,2820,3343
9300,A052,R088,01-00-01,CORTLANDT ST,RNW,BMT,1/13/18,20:00:00,REGULAR,2905,3394
9301,A052,R088,01-00-01,CORTLANDT ST,RNW,BMT,1/14/18,0:00:00,REGULAR,2917,3422
9302,A052,R088,01-00-01,CORTLANDT ST,RNW,BMT,1/14/18,4:00:00,REGULAR,2922,3425
9303,A052,R088,01-00-01,CORTLANDT ST,RNW,BMT,1/14/18,8:00:00,REGULAR,2923,3429
9304,A052,R088,01-00-01,CORTLANDT ST,RNW,BMT,1/14/18,12:00:00,REGULAR,2933,3460
9305,A052,R088,01-00-01,CORTLANDT ST,RNW,BMT,1/14/18,16:00:00,REGULAR,2963,3509
9306,A052,R088,01-00-01,CORTLANDT ST,RNW,BMT,1/14/18,20:00:00,REGULAR,3041,3564
9307,A052,R088,01-00-01,CORTLANDT ST,RNW,BMT,1/15/18,0:00:00,REGULAR,3050,3584
9308,A052,R088,01-00-01,CORTLANDT ST,RNW,BMT,1/15/18,4:00:00,REGULAR,3050,3585
9309,A052,R088,01-00-01,CORTLANDT ST,RNW,BMT,1/15/18,8:00:00,REGULAR,3057,3590
9310,A052,R088,01-00-01,CORTLANDT ST,RNW,BMT,1/15/18,12:00:00,REGULAR,3069,3625
9311,A052,R088,01-00-01,CORTLANDT ST,RNW,BMT,1/15/18,16:00:00,REGULAR,3121,3657
9312,A052,R088,01-00-01,CORTLANDT ST,RNW,BMT,1/15/18,20:00:00,REGULAR,3175,3684
9313,A052,R088,01-00-01,CORTLANDT ST,RNW,BMT,1/16/18,0:00:00,REGULAR,3197,3691
9314,A052,R088,01-00-01,CORTLANDT ST,RNW,BMT,1/16/18,4:00:00,REGULAR,3197,3691
9315,A052,R088,01-00-01,CORTLANDT ST,RNW,BMT,1/16/18,8:00:00,REGULAR,3208,3705
9316,A052,R088,01-00-01,CORTLANDT ST,RNW,BMT,1/16/18,12:00:00,REGULAR,3237,3757
9317,A052,R088,01-00-01,CORTLANDT ST,RNW,BMT,1/16/18,16:00:00,REGULAR,3284,3799
9318,A052,R088,01-00-01,CORTLANDT ST,RNW,BMT,1/16/18,20:00:00,REGULAR,3417,3844
9319,A052,R088,01-00-01,CORTLANDT ST,RNW,BMT,1/17/18,0:00:00,REGULAR,3452,3861
9320,A052,R088,01-00-01,CORTLANDT ST,RNW,BMT,1/17/18,4:00:00,REGULAR,3456,3862
9321,A052,R088,01-00-01,CORTLANDT ST,RNW,BMT,1/17/18,8:00:00,REGULAR,3467,3870
9322,A052,R088,01-00-01,CORTLANDT ST,RNW,BMT,1/17/18,12:00:00,REGULAR,3502,3948
9323,A052,R088,01-00-01,CORTLANDT ST,RNW,BMT,1/17/18,16:00:00,REGULAR,3542,3987
9324,A052,R088,01-00-01,CORTLANDT ST,RNW,BMT,1/17/18,20:00:00,REGULAR,3661,4020
9325,A052,R088,01-00-01,CORTLANDT ST,RNW,BMT,1/18/18,0:00:00,REGULAR,3690,4034
9326,A052,R088,01-00-01,CORTLANDT ST,RNW,BMT,1/18/18,4:00:00,REGULAR,3692,4035
9327,A052,R088,01-00-01,CORTLANDT ST,RNW,BMT,1/18/18,8:00:00,REGULAR,3705,4044
9328,A052,R088,01-00-01,CORTLANDT ST,RNW,BMT,1/18/18,12:00:00,REGULAR,3737,4115
9329,A052,R088,01-00-01,CORTLANDT ST,RNW,BMT,1/18/18,16:00:00,REGULAR,3780,4150
9330,A052,R088,01-00-01,CORTLANDT ST,RNW,BMT,1/18/18,20:00:00,REGULAR,3894,4185
9331,A052,R088,01-00-01,CORTLANDT ST,RNW,BMT,1/19/18,0:00:00,REGULAR,3916,4199
9332,A052,R088,01-00-01,CORTLANDT ST,RNW,BMT,1/19/18,4:00:00,REGULAR,3921,4200
9333,A052,R088,01-00-01,CORTLANDT ST,RNW,BMT,1/19/18,8:00:00,REGULAR,3928,4213
9334,A052,R088,01-00-01,CORTLANDT ST,RNW,BMT,1/19/18,12:00:00,REGULAR,3956,4284
9335,A052,R088,01-00-01,CORTLANDT ST,RNW,BMT,1/19/18,16:00:00,REGULAR,4012,4325
9336,A052,R088,01-00-01,CORTLANDT ST,RNW,BMT,1/19/18,20:00:00,REGULAR,4116,4379
9337,A052,R088,01-00-02,CORTLANDT ST,RNW,BMT,1/13/18,0:00:00,REGULAR,1937,2715
9338,A052,R088,01-00-02,CORTLANDT ST,RNW,BMT,1/13/18,4:00:00,REGULAR,1941,2721
9339,A052,R088,01-00-02,CORTLANDT ST,RNW,BMT,1/13/18,8:00:00,REGULAR,1943,2722
9340,A052,R088,01-00-02,CORTLANDT ST,RNW,BMT,1/13/18,12:00:00,REGULAR,1954,2759
9341,A052,R088,01-00-02,CORTLANDT ST,RNW,BMT,1/13/18,16:00:00,REGULAR,1985,2806
9342,A052,R088,01-00-02,CORTLANDT ST,RNW,BMT,1/13/18,20:00:00,REGULAR,2036,2851
9343,A052,R088,01-00-02,CORTLANDT ST,RNW,BMT,1/14/18,0:00:00,REGULAR,2040,2879
9344,A052,R088,01-00-02,CORTLANDT ST,RNW,BMT,1/14/18,4:00:00,REGULAR,2041,2883
9345,A052,R088,01-00-02,CORTLANDT ST,RNW,BMT,1/14/18,8:00:00,REGULAR,2041,2884
9346,A052,R088,01-00-02,CORTLANDT ST,RNW,BMT,1/14/18,12:00:00,REGULAR,2045,2902
9347,A052,R088,01-00-02,CORTLANDT ST,RNW,BMT,1/14/18,16:00:00,REGULAR,2096,2941
9348,A052,R088,01-00-02,CORTLANDT ST,RNW,BMT,1/14/18,20:00:00,REGULAR,2144,2997
9349,A052,R088,01-00-02,CORTLANDT ST,RNW,BMT,1/15/18,0:00:00,REGULAR,2153,3010
9350,A052,R088,01-00-02,CORTLANDT ST,RNW,BMT,1/15/18,4:00:00,REGULAR,2156,3010
9351,A052,R088,01-00-02,CORTLANDT ST,RNW,BMT,1/15/18,8:00:00,REGULAR,2157,3016
9352,A052,R088,01-00-02,CORTLANDT ST,RNW,BMT,1/15/18,12:00:00,REGULAR,2162,3040
9353,A052,R088,01-00-02,CORTLANDT ST,RNW,BMT,1/15/18,16:00:00,REGULAR,2197,3073
9354,A052,R088,01-00-02,CORTLANDT ST,RNW,BMT,1/15/18,20:00:00,REGULAR,2232,3114
9355,A052,R088,01-00-02,CORTLANDT ST,RNW,BMT,1/16/18,0:00:00,REGULAR,2238,3124
9356,A052,R088,01-00-02,CORTLANDT ST,RNW,BMT,1/16/18,4:00:00,REGULAR,2241,3124
9357,A052,R088,01-00-02,CORTLANDT ST,RNW,BMT,1/16/18,8:00:00,REGULAR,2248,3128
9358,A052,R088,01-00-02,CORTLANDT ST,RNW,BMT,1/16/18,12:00:00,REGULAR,2261,3172
9359,A052,R088,01-00-02,CORTLANDT ST,RNW,BMT,1/16/18,16:00:00,REGULAR,2280,3197
9360,A052,R088,01-00-02,CORTLANDT ST,RNW,BMT,1/16/18,20:00:00,REGULAR,2358,3235
9361,A052,R088,01-00-02,CORTLANDT ST,RNW,BMT,1/17/18,0:00:00,REGULAR,2379,3246
9362,A052,R088,01-00-02,CORTLANDT ST,RNW,BMT,1/17/18,4:00:00,REGULAR,2381,3246
9363,A052,R088,01-00-02,CORTLANDT ST,RNW,BMT,1/17/18,8:00:00,REGULAR,2392,3249
9364,A052,R088,01-00-02,CORTLANDT ST,RNW,BMT,1/17/18,12:00:00,REGULAR,2404,3297
9365,A052,R088,01-00-02,CORTLANDT ST,RNW,BMT,1/17/18,16:00:00,REGULAR,2420,3336
9366,A052,R088,01-00-02,CORTLANDT ST,RNW,BMT,1/17/18,20:00:00,REGULAR,2480,3367
9367,A052,R088,01-00-02,CORTLANDT ST,RNW,BMT,1/18/18,0:00:00,REGULAR,2494,3379
9368,A052,R088,01-00-02,CORTLANDT ST,RNW,BMT,1/18/18,4:00:00,REGULAR,2498,3380
9369,A052,R088,01-00-02,CORTLANDT ST,RNW,BMT,1/18/18,8:00:00,REGULAR,2500,3385
9370,A052,R088,01-00-02,CORTLANDT ST,RNW,BMT,1/18/18,12:00:00,REGULAR,2516,3446
9371,A052,R088,01-00-02,CORTLANDT ST,RNW,BMT,1/18/18,16:00:00,REGULAR,2541,3483
9372,A052,R088,01-00-02,CORTLANDT ST,RNW,BMT,1/18/18,20:00:00,REGULAR,2620,3517
9373,A052,R088,01-00-02,CORTLANDT ST,RNW,BMT,1/19/18,0:00:00,REGULAR,2638,3525
9374,A052,R088,01-00-02,CORTLANDT ST,RNW,BMT,1/19/18,4:00:00,REGULAR,2640,3526
9375,A052,R088,01-00-02,CORTLANDT ST,RNW,BMT,1/19/18,8:00:00,REGULAR,2644,3531
9376,A052,R088,01-00-02,CORTLANDT ST,RNW,BMT,1/19/18,12:00:00,REGULAR,2658,3571
9377,A052,R088,01-00-02,CORTLANDT ST,RNW,BMT,1/19/18,16:00:00,REGULAR,2692,3619
9378,A052,R088,01-00-02,CORTLANDT ST,RNW,BMT,1/19/18,20:00:00,REGULAR,2785,3673
9379,A052,R088,01-00-03,CORTLANDT ST,RNW,BMT,1/13/18,0:00:00,REGULAR,1561,3346
9380,A052,R088,01-00-03,CORTLANDT ST,RNW,BMT,1/13/18,4:00:00,REGULAR,1563,3349
9381,A052,R088,01-00-03,CORTLANDT ST,RNW,BMT,1/13/18,8:00:00,REGULAR,1566,3353
9382,A052,R088,01-00-03,CORTLANDT ST,RNW,BMT,1/13/18,12:00:00,REGULAR,1570,3405
9383,A052,R088,01-00-03,CORTLANDT ST,RNW,BMT,1/13/18,16:00:00,REGULAR,1592,3464
9384,A052,R088,01-00-03,CORTLANDT ST,RNW,BMT,1/13/18,20:00:00,REGULAR,1624,3529
9385,A052,R088,01-00-03,CORTLANDT ST,RNW,BMT,1/14/18,0:00:00,REGULAR,1629,3551
9386,A052,R088,01-00-03,CORTLANDT ST,RNW,BMT,1/14/18,4:00:00,REGULAR,1629,3555
9387,A052,R088,01-00-03,CORTLANDT ST,RNW,BMT,1/14/18,8:00:00,REGULAR,1629,3555
9388,A052,R088,01-00-03,CORTLANDT ST,RNW,BMT,1/14/18,12:00:00,REGULAR,1639,3573
9389,A052,R088,01-00-03,CORTLANDT ST,RNW,BMT,1/14/18,16:00:00,REGULAR,1673,3633
9390,A052,R088,01-00-03,CORTLANDT ST,RNW,BMT,1/14/18,20:00:00,REGULAR,1718,3703
9391,A052,R088,01-00-03,CORTLANDT ST,RNW,BMT,1/15/18,0:00:00,REGULAR,1719,3712
9392,A052,R088,01-00-03,CORTLANDT ST,RNW,BMT,1/15/18,4:00:00,REGULAR,1721,3714
9393,A052,R088,01-00-03,CORTLANDT ST,RNW,BMT,1/15/18,8:00:00,REGULAR,1722,3715
9394,A052,R088,01-00-03,CORTLANDT ST,RNW,BMT,1/15/18,12:00:00,REGULAR,1723,3739
9395,A052,R088,01-00-03,CORTLANDT ST,RNW,BMT,1/15/18,16:00:00,REGULAR,1745,3793
9396,A052,R088,01-00-03,CORTLANDT ST,RNW,BMT,1/15/18,20:00:00,REGULAR,1767,3827
9397,A052,R088,01-00-03,CORTLANDT ST,RNW,BMT,1/16/18,0:00:00,REGULAR,1773,3844
9398,A052,R088,01-00-03,CORTLANDT ST,RNW,BMT,1/16/18,4:00:00,REGULAR,1774,3844
9399,A052,R088,01-00-03,CORTLANDT ST,RNW,BMT,1/16/18,8:00:00,REGULAR,1777,3855
9400,A052,R088,01-00-03,CORTLANDT ST,RNW,BMT,1/16/18,12:00:00,REGULAR,1782,3915
9401,A052,R088,01-00-03,CORTLANDT ST,RNW,BMT,1/16/18,16:00:00,REGULAR,1795,3958
9402,A052,R088,01-00-03,CORTLANDT ST,RNW,BMT,1/16/18,20:00:00,REGULAR,1846,4010
9403,A052,R088,01-00-03,CORTLANDT ST,RNW,BMT,1/17/18,0:00:00,REGULAR,1857,4027
9404,A052,R088,01-00-03,CORTLANDT ST,RNW,BMT,1/17/18,4:00:00,REGULAR,1858,4028
9405,A052,R088,01-00-03,CORTLANDT ST,RNW,BMT,1/17/18,8:00:00,REGULAR,1862,4038
9406,A052,R088,01-00-03,CORTLANDT ST,RNW,BMT,1/17/18,12:00:00,REGULAR,1871,4098
9407,A052,R088,01-00-03,CORTLANDT ST,RNW,BMT,1/17/18,16:00:00,REGULAR,1882,4153
9408,A052,R088,01-00-03,CORTLANDT ST,RNW,BMT,1/17/18,20:00:00,REGULAR,1925,4221
9409,A052,R088,01-00-03,CORTLANDT ST,RNW,BMT,1/18/18,0:00:00,REGULAR,1932,4239
9410,A052,R088,01-00-03,CORTLANDT ST,RNW,BMT,1/18/18,4:00:00,REGULAR,1933,4239
9411,A052,R088,01-00-03,CORTLANDT ST,RNW,BMT,1/18/18,8:00:00,REGULAR,1942,4245
9412,A052,R088,01-00-03,CORTLANDT ST,RNW,BMT,1/18/18,12:00:00,REGULAR,1954,4301
9413,A052,R088,01-00-03,CORTLANDT ST,RNW,BMT,1/18/18,16:00:00,REGULAR,1970,4357
9414,A052,R088,01-00-03,CORTLANDT ST,RNW,BMT,1/18/18,20:00:00,REGULAR,2039,4422
9415,A052,R088,01-00-03,CORTLANDT ST,RNW,BMT,1/19/18,0:00:00,REGULAR,2052,4433
9416,A052,R088,01-00-03,CORTLANDT ST,RNW,BMT,1/19/18,4:00:00,REGULAR,2053,4437
9417,A052,R088,01-00-03,CORTLANDT ST,RNW,BMT,1/19/18,8:00:00,REGULAR,2059,4447
9418,A052,R088,01-00-03,CORTLANDT ST,RNW,BMT,1/19/18,12:00:00,REGULAR,2067,4515
9419,A052,R088,01-00-03,CORTLANDT ST,RNW,BMT,1/19/18,16:00:00,REGULAR,2089,4568
9420,A052,R088,01-00-03,CORTLANDT ST,RNW,BMT,1/19/18,20:00:00,REGULAR,2157,4630
9421,A052,R088,1/3/00,CORTLANDT ST,RNW,BMT,1/13/18,0:00:00,REGULAR,3168,9926
9422,A052,R088,1/3/00,CORTLANDT ST,RNW,BMT,1/13/18,4:00:00,REGULAR,3172,9933
9423,A052,R088,1/3/00,CORTLANDT ST,RNW,BMT,1/13/18,8:00:00,REGULAR,3173,9937
9424,A052,R088,1/3/00,CORTLANDT ST,RNW,BMT,1/13/18,12:00:00,REGULAR,3187,10070
9425,A052,R088,1/3/00,CORTLANDT ST,RNW,BMT,1/13/18,16:00:00,REGULAR,3237,10354
9426,A052,R088,1/3/00,CORTLANDT ST,RNW,BMT,1/13/18,20:00:00,REGULAR,3304,10563
9427,A052,R088,1/3/00,CORTLANDT ST,RNW,BMT,1/14/18,0:00:00,REGULAR,3318,10666
9428,A052,R088,1/3/00,CORTLANDT ST,RNW,BMT,1/14/18,4:00:00,REGULAR,3319,10675
9429,A052,R088,1/3/00,CORTLANDT ST,RNW,BMT,1/14/18,8:00:00,REGULAR,3319,10679
9430,A052,R088,1/3/00,CORTLANDT ST,RNW,BMT,1/14/18,12:00:00,REGULAR,3324,10759
9431,A052,R088,1/3/00,CORTLANDT ST,RNW,BMT,1/14/18,16:00:00,REGULAR,3374,10980
9432,A052,R088,1/3/00,CORTLANDT ST,RNW,BMT,1/14/18,20:00:00,REGULAR,3455,11142
9433,A052,R088,1/3/00,CORTLANDT ST,RNW,BMT,1/15/18,0:00:00,REGULAR,3467,11211
9434,A052,R088,1/3/00,CORTLANDT ST,RNW,BMT,1/15/18,4:00:00,REGULAR,3469,11212
9435,A052,R088,1/3/00,CORTLANDT ST,RNW,BMT,1/15/18,8:00:00,REGULAR,3471,11221
9436,A052,R088,1/3/00,CORTLANDT ST,RNW,BMT,1/15/18,12:00:00,REGULAR,3481,11330
9437,A052,R088,1/3/00,CORTLANDT ST,RNW,BMT,1/15/18,16:00:00,REGULAR,3512,11503
9438,A052,R088,1/3/00,CORTLANDT ST,RNW,BMT,1/15/18,20:00:00,REGULAR,3555,11632
9439,A052,R088,1/3/00,CORTLANDT ST,RNW,BMT,1/16/18,0:00:00,REGULAR,3564,11658
9440,A052,R088,1/3/00,CORTLANDT ST,RNW,BMT,1/16/18,4:00:00,REGULAR,3564,11659
9441,A052,R088,1/3/00,CORTLANDT ST,RNW,BMT,1/16/18,8:00:00,REGULAR,3567,11678
9442,A052,R088,1/3/00,CORTLANDT ST,RNW,BMT,1/16/18,12:00:00,REGULAR,3582,11876
9443,A052,R088,1/3/00,CORTLANDT ST,RNW,BMT,1/16/18,16:00:00,REGULAR,3603,12008
9444,A052,R088,1/3/00,CORTLANDT ST,RNW,BMT,1/16/18,20:00:00,REGULAR,3701,12190
9445,A052,R088,1/3/00,CORTLANDT ST,RNW,BMT,1/17/18,0:00:00,REGULAR,3719,12246
9446,A052,R088,1/3/00,CORTLANDT ST,RNW,BMT,1/17/18,4:00:00,REGULAR,3722,12250
9447,A052,R088,1/3/00,CORTLANDT ST,RNW,BMT,1/17/18,8:00:00,REGULAR,3731,12271
9448,A052,R088,1/3/00,CORTLANDT ST,RNW,BMT,1/17/18,12:00:00,REGULAR,3757,12491
9449,A052,R088,1/3/00,CORTLANDT ST,RNW,BMT,1/17/18,16:00:00,REGULAR,3800,12609
9450,A052,R088,1/3/00,CORTLANDT ST,RNW,BMT,1/17/18,20:00:00,REGULAR,3865,12766
9451,A052,R088,1/3/00,CORTLANDT ST,RNW,BMT,1/18/18,0:00:00,REGULAR,3882,12813
9452,A052,R088,1/3/00,CORTLANDT ST,RNW,BMT,1/18/18,4:00:00,REGULAR,3884,12813
9453,A052,R088,1/3/00,CORTLANDT ST,RNW,BMT,1/18/18,8:00:00,REGULAR,3894,12838
9454,A052,R088,1/3/00,CORTLANDT ST,RNW,BMT,1/18/18,12:00:00,REGULAR,3921,13045
9455,A052,R088,1/3/00,CORTLANDT ST,RNW,BMT,1/18/18,16:00:00,REGULAR,3946,13174
9456,A052,R088,1/3/00,CORTLANDT ST,RNW,BMT,1/18/18,20:00:00,REGULAR,4060,13383
9457,A052,R088,1/3/00,CORTLANDT ST,RNW,BMT,1/19/18,0:00:00,REGULAR,4076,13442
9458,A052,R088,1/3/00,CORTLANDT ST,RNW,BMT,1/19/18,4:00:00,REGULAR,4078,13446
9459,A052,R088,1/3/00,CORTLANDT ST,RNW,BMT,1/19/18,8:00:00,REGULAR,4092,13470
9460,A052,R088,1/3/00,CORTLANDT ST,RNW,BMT,1/19/18,12:00:00,REGULAR,4114,13684
9461,A052,R088,1/3/00,CORTLANDT ST,RNW,BMT,1/19/18,16:00:00,REGULAR,4160,13858
9462,A052,R088,1/3/00,CORTLANDT ST,RNW,BMT,1/19/18,20:00:00,REGULAR,4290,14051
9463,A052,R088,1/3/01,CORTLANDT ST,RNW,BMT,1/13/18,0:00:00,REGULAR,4692,18060
9464,A052,R088,1/3/01,CORTLANDT ST,RNW,BMT,1/13/18,4:00:00,REGULAR,4694,18079
9465,A052,R088,1/3/01,CORTLANDT ST,RNW,BMT,1/13/18,8:00:00,REGULAR,4701,18104
9466,A052,R088,1/3/01,CORTLANDT ST,RNW,BMT,1/13/18,12:00:00,REGULAR,4722,18290
9467,A052,R088,1/3/01,CORTLANDT ST,RNW,BMT,1/13/18,16:00:00,REGULAR,4821,18715
9468,A052,R088,1/3/01,CORTLANDT ST,RNW,BMT,1/13/18,20:00:00,REGULAR,4911,19061
9469,A052,R088,1/3/01,CORTLANDT ST,RNW,BMT,1/14/18,0:00:00,REGULAR,4937,19265
9470,A052,R088,1/3/01,CORTLANDT ST,RNW,BMT,1/14/18,4:00:00,REGULAR,4939,19306
9471,A052,R088,1/3/01,CORTLANDT ST,RNW,BMT,1/14/18,8:00:00,REGULAR,4942,19311
9472,A052,R088,1/3/01,CORTLANDT ST,RNW,BMT,1/14/18,12:00:00,REGULAR,4954,19430
9473,A052,R088,1/3/01,CORTLANDT ST,RNW,BMT,1/14/18,16:00:00,REGULAR,5043,19771
9474,A052,R088,1/3/01,CORTLANDT ST,RNW,BMT,1/14/18,20:00:00,REGULAR,5163,20036
9475,A052,R088,1/3/01,CORTLANDT ST,RNW,BMT,1/15/18,0:00:00,REGULAR,5172,20162
9476,A052,R088,1/3/01,CORTLANDT ST,RNW,BMT,1/15/18,4:00:00,REGULAR,5173,20181
9477,A052,R088,1/3/01,CORTLANDT ST,RNW,BMT,1/15/18,8:00:00,REGULAR,5180,20210
9478,A052,R088,1/3/01,CORTLANDT ST,RNW,BMT,1/15/18,12:00:00,REGULAR,5200,20412
9479,A052,R088,1/3/01,CORTLANDT ST,RNW,BMT,1/15/18,16:00:00,REGULAR,5248,20710
